id,Difference Between Dates,quantity,demand,short_composition1
113919,75,41,1.0,Ruxolitinib (5mg)
113938,96,51,1.0,Dapagliflozin (10mg)
113944,51,43,1.0,Ruxolitinib (20mg)
113961,8,18,2.0,Diclofenac (25mg)
113966,92,46,1.0,Midodrine (2.5mg)
113976,77,54,1.0,Diclofenac (25mg)
113987,63,40,1.0,Rosuvastatin (10mg) 
114003,88,45,1.0,Metformin (500mg) 
114020,46,36,1.0,Methylcobalamin (1500mcg) 
114025,69,37,1.0,Sildenafil (100mg)
114053,28,23,1.0,Sildenafil (100mg)
114070,36,29,1.0,Lacosamide (50mg)
114090,74,49,1.0,Trypsin Chymotrypsin (100000AU)
114094,32,31,1.0,Metformin (500mg) 
114100,94,59,1.0,Aspirin (75mg) 
114135,43,28,1.0,Sitagliptin  (50mg) 
114138,28,25,1.0,Amisulpride (100mg)
114140,71,39,1.0,Cefpodoxime Proxetil (200mg) 
114149,80,40,1.0,Cetirizine (10mg)
114151,21,18,1.0,Glucosamine (750mg) 
114172,26,29,2.0,Cefixime (200mg) 
114174,67,48,1.0,Nimesulide (100mg) 
114209,60,39,1.0,Levocetirizine (5mg) 
114237,71,42,1.0,Cabazitaxel (60mg/ml)
114243,70,44,1.0,Diacerein (50mg) 
114246,71,37,1.0,Pregabalin (75mg) 
114257,41,30,1.0,Domperidone (30mg) 
114266,34,21,1.0,Phenylephrine (5mg) 
114268,89,64,1.0,Ofloxacin (200mg) 
114279,62,51,1.0,Sulfamethoxazole (200mg/5ml) 
114304,18,23,2.0,Phenylephrine (5mg/5ml) 
114327,73,46,1.0,Aceclofenac (NA) 
114369,39,22,1.0,Progesterone (Natural Micronized) (200mg)
114374,74,53,1.0,Glucosamine (750mg) 
114406,67,39,1.0,Azithromycin (500mg)
114414,98,68,1.0,Nimesulide (100mg) 
114415,11,20,2.0,Ambroxol (30mg/5ml) 
114430,84,53,1.0,Ofloxacin (400mg)
114433,85,47,1.0,Pantoprazole (40mg)
114442,99,53,1.0,Esomeprazole (40mg)
114455,59,40,1.0,Glucosamine (750mg) 
114471,44,31,1.0,Domperidone (10mg) 
114484,94,62,1.0,Cefpodoxime Proxetil (200mg)
114490,20,28,2.0,Nimesulide (100mg) 
114507,43,31,1.0,Cefixime (200mg) 
114518,72,42,1.0,Zolpidem (1mg)
114520,38,39,2.0,Dapoxetine (30mg)
114532,98,68,1.0,Ofloxacin (200mg) 
114550,32,21,1.0,Diacerein (20mg)
114551,77,55,1.0,Telmisartan (40mg) 
114557,20,21,2.0,Ambroxol (15mg) 
114566,30,25,1.0,Diclofenac (50mg) 
114573,74,51,1.0,Aceclofenac (100mg) 
114574,64,50,1.0,Sucralfate (1000mg) 
114580,83,54,1.0,Methylcobalamin (750mcg) 
114591,61,44,1.0,Amoxycillin  (1000mg) 
114593,78,50,1.0,Domperidone (30mg) 
114602,54,33,1.0,Pregabalin (75mg) 
114611,49,37,1.0,Escitalopram Oxalate (10mg)
114622,91,46,1.0,Aceclofenac (200mg)
114626,10,15,2.0,Trypsin (48mg) 
114631,97,61,1.0,Magaldrate (400mg) 
114651,74,41,1.0,Dapagliflozin (10mg)
114668,21,26,2.0,Cefixime (200mg) 
114683,21,21,2.0,Levofloxacin (500mg)
114696,29,19,1.0,Ambroxol (30mg/5ml) 
114707,83,54,1.0,Aceclofenac (100mg) 
114713,97,49,1.0,Ciprofloxacin (500mg)
114716,50,25,1.0,Domperidone (30mg) 
114731,54,34,1.0,Nimesulide (100mg) 
114732,60,44,1.0,Drotaverine (80mg) 
114743,70,43,1.0,Atorvastatin (10mg) 
114745,83,47,1.0,Amoxycillin  (200mg) 
114746,9,24,2.0,Cefuroxime (500mg)
114753,18,25,2.0,Levetiracetam (500mg)
114759,74,44,1.0,Drotaverine (80mg) 
114760,34,28,1.0,Diacerein (50mg) 
114772,25,22,1.0,Aceclofenac (50mg) 
114786,22,29,2.0,Cefpodoxime Proxetil (50mg/5ml)
114819,10,18,2.0,Flupirtine (100mg) 
114825,73,38,1.0,Glimepiride (1mg) 
114829,22,24,2.0,Escitalopram Oxalate (10mg)
114836,8,13,2.0,Magaldrate (400mg) 
114848,76,45,1.0,Glimepiride (2mg) 
114851,9,22,2.0,Aceclofenac (100mg) 
114862,22,30,2.0,Diethylcarbamazine (150mg) 
114880,27,28,2.0,Bromhexine (4mg) 
114886,56,39,1.0,Aceclofenac (100mg) 
114888,86,62,1.0,Gliclazide (80mg) 
114904,95,56,1.0,Cefpodoxime Proxetil (200mg)
114929,91,55,1.0,Domperidone (30mg) 
114932,85,54,1.0,Nimesulide (50mg) 
114937,38,25,1.0,Azithromycin (200mg)
114939,27,27,2.0,Cefixime (200mg) 
114956,45,27,1.0,Rabeprazole (20mg)
114960,80,60,1.0,Metformin (500mg)
114968,94,66,1.0,Triamcinolone (40mg)
114972,32,28,1.0,Cefuroxime (500mg)
114973,75,38,1.0,Clobetasol (0.05% w/w) 
114983,95,66,1.0,Cefixime (50mg/5ml)
114998,48,38,1.0,Chlorzoxazone (250mg) 
114999,94,48,1.0,Aceclofenac (100mg) 
115009,72,42,1.0,Bromhexine (4mg) 
115023,96,60,1.0,Lornoxicam (8mg) 
115026,17,25,2.0,Mefenamic Acid (50mg/5ml) 
115033,90,47,1.0,Ceftazidime (250mg) 
115061,40,22,1.0,Ceftriaxone (1000mg) 
115065,13,21,2.0,Ketoconazole (1% w/w)
115068,9,19,2.0,Levocetirizine (5mg)
115081,82,45,1.0,Ceftazidime (1000mg)
115126,89,56,1.0,Amoxycillin (500mg) 
115129,6,17,2.0,Diclofenac (50mg) 
115157,86,48,1.0,Ceftriaxone (500mg)
115167,76,44,1.0,Tramadol (37.5mg) 
115171,80,50,1.0,Piperacillin (4000mg) 
115175,62,32,1.0,Cefixime (200mg) 
115179,82,47,1.0,Tranexamic Acid (500mg) 
115189,48,41,1.0,Ceftriaxone (250mg)
115191,52,39,1.0,Glimepiride (2mg) 
115194,70,46,1.0,Paracetamol (250mg/5ml)
115200,69,44,1.0,Cefixime (50mg)
115209,58,30,1.0,Ceftazidime (1000mg)
115211,55,31,1.0,Cefpodoxime Proxetil (50mg) 
115216,63,39,1.0,Diclofenac (75mg)
115224,13,26,2.0,Iron Sucrose (50mg)
115233,87,52,1.0,Aceclofenac (100mg) 
115244,78,46,1.0,Atorvastatin (20mg)
115246,49,29,1.0,Aceclofenac (100mg) 
115251,25,26,2.0,Ambroxol (15mg) 
115253,29,28,1.0,Glimepiride (2mg) 
115272,81,60,1.0,Ofloxacin (200mg)
115273,36,25,1.0,Glimepiride (2mg) 
115274,47,24,1.0,Sparfloxacin (200mg)
115277,83,56,1.0,Phenylephrine (5mg) 
115279,24,20,1.0,Rosuvastatin (20mg)
115288,92,55,1.0,Montelukast (10mg) 
115304,48,36,1.0,Mefenamic Acid (50mg/5ml) 
115311,8,22,2.0,Albendazole (400mg)
115337,32,34,2.0,Cyproheptadine (2mg) 
115352,26,33,2.0,Sucralfate (1000mg) 
115374,79,52,1.0,Cefotaxime (250mg)
115420,16,28,2.0,Bromhexine (4mg) 
115422,21,22,2.0,Pantoprazole (40mg)
115441,79,46,1.0,Cefixime (100mg)
115456,63,49,1.0,Aceclofenac (100mg) 
115474,51,33,1.0,Piperacillin (4000mg) 
115478,20,19,1.0,Amikacin (100mg)
115489,96,58,1.0,Ceftriaxone (250mg) 
115495,10,24,2.0,Ondansetron (2mg)
115499,37,24,1.0,Cefixime (100mg) 
115504,66,34,1.0,Aceclofenac (50mg) 
115506,59,44,1.0,Chlorpheniramine Maleate (2mg/5ml) 
115511,59,40,1.0,Pantoprazole (40mg)
115528,88,44,1.0,Domperidone (15mg) 
115535,82,61,1.0,Amikacin (250mg)
115539,39,35,1.0,Nandrolone Decanoate (25mg)
115547,66,33,1.0,Ceftriaxone (500mg) 
115576,71,44,1.0,Ofloxacin (50mg/5ml) 
115607,74,50,1.0,Amoxycillin (250mg) 
115608,52,28,1.0,Methylcobalamin (750mcg) 
115613,70,38,1.0,Ofloxacin (50mg)
115614,15,20,2.0,Cefalexin (250mg)
115624,54,37,1.0,Azithromycin (500mg)
115655,39,23,1.0,Prednisolone (5mg/5ml)
115656,36,28,1.0,Alpha Ketoanalogue (NA)
115667,51,43,1.0,Aceclofenac (100mg) 
115669,23,17,1.0,Ketoconazole (2% w/v) 
115674,73,44,1.0,Benzoic Acid (12% w/w) 
115676,72,37,1.0,Sildenafil (100mg)
115702,66,39,1.0,Cefaclor (125mg)
115707,87,54,1.0,Diclofenac (50mg) 
115710,75,38,1.0,Ketoconazole (2% w/w)
115717,68,34,1.0,Ketoconazole (2% w/v) 
115718,72,39,1.0,Bromelain (90mg) 
115719,41,26,1.0,Beclometasone (0.025% w/v) 
115738,87,51,1.0,Ketoconazole (2% w/v)
115744,83,45,1.0,Ketoconazole (2% w/w)
115764,36,31,1.0,Minoxidil (5% w/v)
115794,50,30,1.0,Cetrimide (0.5% w/w) 
115799,71,49,1.0,Carboxymethylcellulose (0.5% w/v)
115805,6,20,3.0,Phytomenadione (10mg)
115840,58,32,1.0,Penicillin V (250mg)
115841,51,35,1.0,Ethylmorphine (16mg)
115884,91,61,1.0,Ketorolac (10mg) 
115886,38,20,1.0,Ketoconazole (2% w/v)
115891,20,21,2.0,Sildenafil (100mg)
115898,28,24,1.0,Dicyclomine (10mg) 
115915,25,18,1.0,Ketoconazole (2% w/w)
115918,89,64,1.0,Propranolol (40mg) 
115932,8,17,2.0,Guaifenesin (50mg) 
115962,77,42,1.0,Milk of Magnesia (11.25mg) 
115972,57,30,1.0,Alpha Ketoanalogue (NA)
115980,99,63,1.0,Ketoconazole (2% w/v) 
115991,33,21,1.0,Ketoconazole (2% w/w)
116004,88,58,1.0,Ofloxacin (100mg/5ml) 
116025,37,28,1.0,Trifluoperazine (5mg) 
116037,71,45,1.0,Citric Acid (NA) 
116047,95,55,1.0,Dextromethorphan Hydrobromide (10mg) 
116049,96,66,1.0,Sparfloxacin (200mg)
116056,99,59,1.0,Chlorpheniramine Maleate (2mg) 
116072,21,26,2.0,Clindamycin (300mg)
116075,92,62,1.0,Phenylephrine (5mg/5ml) 
116076,43,32,1.0,Phenylephrine (5mg) 
116091,5,15,2.0,Ketoconazole (2% w/v)
116117,40,25,1.0,Cefixime (200mg) 
116126,75,47,1.0,Chlorpheniramine Maleate (4mg) 
116138,26,32,2.0,Phenylephrine (5mg) 
116147,98,58,1.0,Ketoconazole (2% w/w)
116152,84,62,1.0,Electrolytes (NA)
116158,61,38,1.0,Clotrimazole (1% w/v)
116164,52,29,1.0,Phytomenadione (1mg)
116172,38,26,1.0,Ambroxol (30mg/5ml) 
116178,81,46,1.0,Theophylline (400mg)
116179,76,45,1.0,Lansoprazole (15mg)
116184,97,51,1.0,Ketoconazole (200mg)
116185,65,52,1.0,Cefpodoxime Proxetil (200mg) 
116192,42,23,1.0,Ambroxol (15mg/5ml) 
116209,85,60,1.0,Amitriptyline (NA) 
116231,73,44,1.0,Ketoconazole (1% w/w) 
116248,46,33,1.0,Ketoconazole (4% w/w) 
116253,91,51,1.0,Clonazepam (0.25mg)
116255,52,30,1.0,Clozapine (25mg)
116283,16,25,2.0,Sodium Valproate (333mg) 
116286,89,56,1.0,Minoxidil (5% w/v)
116289,90,63,1.0,Ketoconazole (2% w/w)
116309,52,46,1.0,Ketoconazole (2% w/v)
116326,79,58,1.0,Ketorolac (10mg)
116337,61,43,1.0,Triamcinolone Acetonide (10mg)
116342,41,36,1.0,Ketoconazole (NA)
116355,92,50,1.0,Ketoconazole (200mg)
116374,99,61,1.0,Cefixime (200mg) 
116388,42,38,1.0,Amoxycillin (500mg) 
116396,91,48,1.0,Domperidone (10mg) 
116406,40,20,1.0,Levocetirizine (5mg) 
116422,29,19,1.0,Metadoxine (250mg) 
116429,80,56,1.0,Chlorpheniramine Maleate (1mg) 
116431,50,28,1.0,Amisulpride (50mg)
116447,18,23,2.0,Ketoconazole (1% w/w) 
116453,51,41,1.0,Cefpodoxime Proxetil (200mg)
116462,91,51,1.0,Terbinafine (1% w/w)
116477,54,39,1.0,Mupirocin (2% w/w)
116481,77,54,1.0,Tranexamic Acid (250mg)
116492,51,26,1.0,Ketorolac (NA)
116497,56,35,1.0,Triamcinolone Acetonide (40mg)
116504,71,38,1.0,Oxaceprol (600mg)
116516,95,52,1.0,Cloxacillin (250mg)
116527,41,21,1.0,Ethambutol (800mg)
116529,29,27,1.0,Amikacin (500mg)
116533,95,51,1.0,Oxaceprol (600mg)
116543,94,60,1.0,Clotrimazole (1% w/w)
116545,51,35,1.0,Ofloxacin (200mg) 
116581,48,27,1.0,Human chorionic gonadotropin (hCG) (5000IU)
116591,27,25,1.0,Ketoconazole (2% w/v) 
116592,50,43,1.0,Cetrimide (0.5% w/w) 
116608,50,42,1.0,Amisulpride (100mg)
116620,26,29,2.0,Chloramphenicol (250mg)
116628,65,45,1.0,Ketoconazole (2% w/v) 
116642,24,26,2.0,Telmisartan (40mg) 
116676,22,27,2.0,Levocloperastine (20mg/5ml)
116682,81,56,1.0,Ketoconazole (200mg)
116690,55,38,1.0,Domperidone (30mg) 
116709,16,28,2.0,Triamcinolone (40mg)
116716,92,66,1.0,Domperidone (30mg) 
116743,40,27,1.0,Ambroxol (15mg/5ml) 
116746,43,28,1.0,Levo-carnitine (500mg)
116749,13,21,2.0,Mycophenolate mofetil (500mg)
116780,49,35,1.0,Ketorolac (10mg)
116783,49,34,1.0,Cefuroxime (500mg)
116791,43,36,1.0,Phenylephrine (5mg) 
116794,70,41,1.0,Amoxycillin  (500mg) 
116835,58,43,1.0,Caffeine (30mg) 
116849,70,43,1.0,Ketoconazole (2% w/w)
116874,49,37,1.0,Ketoconazole (2% w/w)
116885,12,19,2.0,Ketoconazole (2% w/v) 
116886,14,27,2.0,Ketoconazole (2% w/w) 
116895,48,44,1.0,Ketoconazole (2% w/w)
116904,51,39,1.0,Ketorolac (0.5% w/v) 
116939,63,48,1.0,Domperidone (30mg) 
116967,24,22,1.0,Caspofungin (50mg)
116982,58,37,1.0,Ketoconazole (2% w/w)
116994,82,61,1.0,Ambroxol (15mg) 
116997,30,19,1.0,Promethazine (NA)
117014,73,52,1.0,Albendazole (400mg)
117018,67,47,1.0,Ketorolac (10mg)
117023,93,65,1.0,Aceclofenac (100mg) 
117026,18,28,2.0,Diacerein (50mg) 
117028,81,45,1.0,Aceclofenac (50mg) 
117046,28,18,1.0,Aceclofenac (100mg) 
117051,10,23,2.0,Cefuroxime (500mg) 
117054,42,37,1.0,Bromelain (90mg) 
117062,84,59,1.0,Ketoconazole (2% w/v)
117075,44,29,1.0,Cefpodoxime Proxetil (100mg)
117095,13,23,2.0,Lansoprazole (30mg)
117110,95,50,1.0,Etoricoxib (60mg) 
117116,7,19,2.0,Cetirizine (5mg/5ml) 
117122,53,37,1.0,Rabeprazole (20mg) 
117124,77,47,1.0,Aceclofenac (100mg) 
117126,44,26,1.0,Ketoconazole (2% w/w)
117133,60,30,1.0,Ambroxol (15mg/5ml) 
117152,44,28,1.0,Cefpodoxime Proxetil (200mg) 
117159,45,41,1.0,Ketorolac (30mg)
117175,36,33,1.0,Ammonium Chloride (60mg/5ml) 
117177,85,57,1.0,Aceclofenac (NA)
117184,59,45,1.0,Diclofenac (50mg) 
117193,88,44,1.0,Aceclofenac (100mg) 
117195,83,59,1.0,Carisoprodol (350mg)
117218,7,12,2.0,Nimesulide (100mg) 
117229,80,44,1.0,Pantoprazole (40mg)
117243,81,51,1.0,Tobramycin (0.3% w/v)
117249,6,17,2.0,Levocetirizine (5mg) 
117257,88,47,1.0,Phenylephrine (5mg/5ml) 
117280,80,56,1.0,Amoxycillin (500mg) 
117281,68,46,1.0,Phenylephrine (5mg) 
117288,65,48,1.0,Pantoprazole (40mg)
117298,66,48,1.0,Ambroxol (15mg) 
117304,72,36,1.0,Cefixime (200mg)
117305,54,27,1.0,Levocetirizine (2.5mg)
117306,89,50,1.0,Caffeine (30mg) 
117316,30,21,1.0,Diclofenac (75mg)
117327,7,14,2.0,Paracetamol (250mg)
117331,21,29,2.0,Ketorolac (10mg)
117351,75,40,1.0,Oxaliplatin (100mg)
117354,72,56,1.0,Carvedilol (3.125mg)
117366,95,55,1.0,Gabapentin (300mg) 
117370,79,45,1.0,Clotrimazole (1% w/w)
117371,38,23,1.0,Ketoconazole (2% w/w)
117377,88,56,1.0,Mifepristone (200mg) 
117388,51,29,1.0,Ketoconazole (200mg)
117399,8,19,2.0,Cefuroxime (500mg)
117413,61,33,1.0,Risperidone (2mg)
117419,67,39,1.0,Levosulpiride (75mg) 
117425,13,19,2.0,Ofloxacin (200mg) 
117448,29,18,1.0,Cefadroxil (500mg)
117451,59,35,1.0,Ketoprofen (50mg) 
117456,64,32,1.0,Luliconazole (1% w/w)
117469,89,49,1.0,Chloroquine (250mg)
117483,68,48,1.0,Diclofenac (50mg) 
117492,90,52,1.0,Metformin (500mg) 
117510,57,42,1.0,Amoxycillin (500mg) 
117514,83,57,1.0,Nimesulide (100mg) 
117518,39,33,1.0,Serratiopeptidase (5mg)
117522,84,61,1.0,Clonazepam (0.5mg)
117534,92,52,1.0,Ketoconazole (2% w/w)
117539,42,23,1.0,Flurbiprofen (0.03% w/v)
117545,46,43,1.0,Ketoconazole (2% w/v)
117556,28,18,1.0,Phenylephrine (5mg/5ml) 
117560,57,38,1.0,Ketoconazole (2% w/w)
117569,51,43,1.0,Choline Salicylate (8.7% w/w) 
117578,89,52,1.0,Cefpodoxime Proxetil (100mg/5ml)
117580,71,52,1.0,Levocetirizine (5mg) 
117594,40,37,1.0,Ketamine (50mg/ml)
117601,35,34,1.0,Ketoconazole (2% w/w)
117602,41,24,1.0,Mefenamic Acid (500mg) 
117604,47,38,1.0,Cilnidipine (10mg)
117612,66,49,1.0,Cefixime (200mg) 
117624,66,53,1.0,Aceclofenac (100mg)
117633,39,36,1.0,Phenylephrine (2.5mg) 
117642,62,48,1.0,Ofloxacin (0.5%) 
117644,95,56,1.0,Methylprednisolone (4mg)
117645,66,48,1.0,Cefixime (200mg)
117650,35,33,1.0,Cefixime (200mg) 
117657,65,51,1.0,Ceftriaxone (250mg) 
117660,97,49,1.0,Cefixime (200mg) 
117665,64,41,1.0,Capreomycin (1gm)
117688,66,43,1.0,Ketoconazole (2% w/w)
117689,11,17,2.0,Glimepiride (2mg) 
117693,5,18,3.0,Aceclofenac (200mg) 
117704,67,36,1.0,Ketoconazole (200mg)
117714,98,51,1.0,Ebastine (10mg)
117725,25,18,1.0,Fluconazole (150mg) 
117729,53,34,1.0,Hydroxychloroquine (200mg)
117766,78,50,1.0,Citicoline (500mg) 
117785,97,54,1.0,Clonazepam (0.5mg) 
117787,69,50,1.0,Cefdinir (125mg/5ml)
117797,65,48,1.0,Nimesulide (100mg) 
117801,78,53,1.0,Cetrimide (0.5% w/w) 
117810,55,39,1.0,Domperidone (30mg) 
117828,59,39,1.0,Tranexamic Acid (500mg) 
117831,90,45,1.0,Ambroxol (60mg) 
117839,52,41,1.0,Colistimethate Sodium (2Million IU)
117847,50,42,1.0,Phenylephrine (5mg) 
117851,94,51,1.0,Ketorolac (0.5% w/v)
117857,28,28,2.0,Ketoconazole (2% w/v)
117866,39,37,1.0,Caffeine (30mg) 
117870,79,51,1.0,Ceftriaxone (1000mg)
117898,49,26,1.0,Methylcobalamin (1500mcg)
117924,74,43,1.0,Ketoconazole (2% w/w)
117927,95,58,1.0,Ketoconazole (2% w/w)
117934,43,31,1.0,Omeprazole (20mg)
117945,47,30,1.0,Ketoconazole (1% w/v)
117981,23,20,1.0,Alpha-Beta Arteether (150mg)
118000,87,46,1.0,Chlorpheniramine Maleate (0.5mg/5ml) 
118011,80,41,1.0,Sulbactam (2000mg)
118017,61,41,1.0,Cefpodoxime Proxetil (50mg/5ml)
118043,92,63,1.0,Salicylic Acid (2% w/v)
118045,56,29,1.0,Ketoconazole (2% w/w)
118113,13,14,2.0,Ambroxol (15mg/5ml) 
118119,86,54,1.0,Cefoperazone (1000mg) 
118124,81,51,1.0,Albendazole (400mg)
118129,52,39,1.0,Ketorolac (0.5% w/v) 
118131,38,36,1.0,Ofloxacin (50mg/5ml) 
118136,86,53,1.0,Cefixime (50mg)
118140,58,43,1.0,Aceclofenac (100mg) 
118153,78,42,1.0,Nimesulide (100mg) 
118165,17,15,1.0,Vitamin D3 (60000IU)
118189,95,61,1.0,Phenylephrine (5mg/5ml) 
118210,24,20,1.0,Domperidone (10mg) 
118222,58,39,1.0,Chlorpheniramine Maleate (2mg/5ml) 
118223,26,32,2.0,Cefpodoxime Proxetil (200mg)
118224,86,52,1.0,Ceftriaxone (500mg) 
118233,93,55,1.0,Ceftriaxone (1000mg) 
118242,83,46,1.0,Cetirizine (5mg) 
118261,55,36,1.0,Ketoconazole (1% w/w)
118272,26,25,1.0,Telmisartan (40mg) 
118288,34,31,1.0,Ceftriaxone (250mg)
118293,54,46,1.0,Ambroxol (15mg/5ml) 
118296,48,40,1.0,Methylcobalamin (1500mcg)
118313,68,37,1.0,Chlordiazepoxide (5mg)
118320,32,28,1.0,Aceclofenac (100mg) 
118324,29,25,1.0,Ketoconazole (2% w/w)
118342,20,23,2.0,Guaifenesin (50mg) 
118345,42,25,1.0,Cefixime (50mg) 
118371,32,36,2.0,Ceftriaxone (1000mg) 
118377,60,45,1.0,Amoxycillin  (200mg) 
118380,28,27,1.0,Rabeprazole (20mg)
118405,36,34,1.0,Ketorolac (10mg)
118416,22,26,2.0,Pantoprazole (40mg)
118419,64,50,1.0,Phenylephrine (5mg/5ml) 
118423,94,67,1.0,Ketamine (50mg)
118425,79,50,1.0,Cefixime (100mg)
118432,36,24,1.0,Cefdinir (125mg/5ml)
118458,75,46,1.0,Cefixime (200mg)
118469,40,24,1.0,Telmisartan (40mg) 
118499,60,46,1.0,Beclometasone (0.025% w/v) 
118502,29,21,1.0,Ciprofloxacin (500mg) 
118513,49,28,1.0,Voglibose (0.2mg)
118524,5,20,3.0,Aceclofenac (100mg)
118532,90,53,1.0,Terbutaline (1.25mg) 
118542,79,47,1.0,Carboxymethylcellulose (0.5% w/v)
118554,30,30,2.0,Domperidone (30mg) 
118555,38,38,2.0,Levofloxacin (250mg)
118557,94,55,1.0,Domperidone (30mg) 
118562,66,35,1.0,Cefpodoxime Proxetil (100mg)
118574,43,36,1.0,Escitalopram Oxalate (20mg)
118579,42,38,1.0,Ketorolac (0.5% w/v)
118584,88,54,1.0,Ambroxol (15mg/5ml) 
118585,81,51,1.0,Rabeprazole (20mg)
118598,67,37,1.0,Cefixime (200mg)
118601,32,29,1.0,Ambroxol (30mg) 
118610,79,50,1.0,Chlorpheniramine Maleate (2mg) 
118627,43,38,1.0,Clozapine (50mg)
118633,49,26,1.0,Methylprednisolone (4mg)
118634,52,35,1.0,Nimesulide (100mg) 
118654,46,27,1.0,Levocetirizine (5mg)
118655,29,23,1.0,Clobazam (5mg)
118693,85,48,1.0,Mefenamic Acid (100mg) 
118694,74,48,1.0,Caffeine (30mg) 
118696,87,58,1.0,Cefuroxime (500mg) 
118697,57,36,1.0,Amoxycillin (250mg)
118700,75,57,1.0,Cefixime (200mg) 
118703,37,31,1.0,Clarithromycin (500mg)
118706,39,22,1.0,Olanzapine (2.5mg)
118759,36,24,1.0,Ethamsylate (500mg)
118761,96,60,1.0,Ondansetron (4mg)
118773,78,51,1.0,Levosalbutamol (0.5mg/5ml) 
118778,31,20,1.0,Ceftriaxone (1gm)
118799,49,43,1.0,Aceclofenac (100mg) 
118802,5,18,3.0,Telmisartan (40mg) 
118805,60,31,1.0,Nimesulide (100mg) 
118812,79,43,1.0,Domperidone (10mg) 
118823,52,31,1.0,Methylcobalamin (1500mcg)
118827,50,38,1.0,Cefixime (50mg/5ml)
118832,72,46,1.0,Telmisartan (40mg)
118844,83,54,1.0,Cefadroxil (100mg)
118870,9,22,2.0,Mefenamic Acid (50mg/5ml) 
118880,36,19,1.0,Ketoconazole (200mg)
118903,15,26,2.0,Ketoconazole (2% w/v) 
118906,23,21,1.0,Ambroxol (15mg/5ml) 
118919,24,18,1.0,Ethamsylate (250mg)
118937,72,41,1.0,Tramadol (100mg)
118940,24,16,1.0,Deflazacort (6mg)
118954,73,41,1.0,Pyrazinamide (750mg)
118973,86,47,1.0,Cefixime (100mg)
118981,12,13,2.0,Levocetirizine (2.5mg/5ml) 
118987,48,38,1.0,Phenylephrine (5mg/5ml) 
118995,6,15,2.0,Bromhexine (8mg) 
119010,62,49,1.0,Ketoconazole (2% w/v) 
119022,21,19,1.0,Magaldrate (400mg) 
119024,75,48,1.0,Pantoprazole (40mg)
119029,90,63,1.0,Ofloxacin (200mg)
119033,98,56,1.0,Cefoperazone (1000mg) 
119037,26,23,1.0,Allopurinol (100mg)
119061,31,25,1.0,Thiocolchicoside (4mg) 
119080,73,40,1.0,Ketoconazole (2% w/w) 
119116,12,17,2.0,Cefixime (100mg)
119151,24,27,2.0,Albendazole (200mg)
119165,35,32,1.0,Mefenamic Acid (50mg/5ml) 
119180,56,43,1.0,Guaifenesin (50mg) 
119200,21,28,2.0,Amikacin (500mg)
119220,59,38,1.0,Calcium (1250mg) 
119232,22,25,2.0,Progesterone (Natural Micronized) (100mg)
119249,30,18,1.0,Roxithromycin (150mg)
119261,60,41,1.0,Ketoconazole (2% w/w)
119263,45,35,1.0,Amoxycillin  (1000mg) 
119271,71,40,1.0,Methylprednisolone (4mg)
119274,80,58,1.0,Pantoprazole (40mg)
119285,70,53,1.0,Cefepime (1000mg)
119287,86,60,1.0,Nitrazepam (10mg)
119294,19,25,2.0,Ketorolac (0.5% w/v)
119298,80,59,1.0,Domperidone (30mg) 
119316,97,53,1.0,Cefixime (50mg)
119328,55,32,1.0,Pantoprazole (40mg)
119334,21,28,2.0,Chlorpheniramine Maleate (1mg/5ml) 
119337,30,25,1.0,Ketorolac (0.5% w/v)
119351,55,37,1.0,Colistimethate Sodium (3Million IU)
119355,62,31,1.0,Nandrolone Decanoate (50mg)
119359,16,16,2.0,Ceftazidime (1000mg)
119363,98,67,1.0,Cinnarizine (25mg)
119366,16,14,1.0,Meropenem (250mg)
119371,97,64,1.0,Aceclofenac (200mg)
119378,63,51,1.0,Levosalbutamol (1mg) 
119380,52,35,1.0,Ambroxol (15mg) 
119389,16,27,2.0,Ambroxol (60mg) 
119390,81,49,1.0,Levocetirizine (5mg)
119405,75,53,1.0,Metformin (1000mg)
119436,56,46,1.0,Telmisartan (40mg) 
119448,94,49,1.0,Cetirizine (2.5mg) 
119456,32,33,2.0,Ketoconazole (1% w/w)
119460,74,52,1.0,Azithromycin (250mg)
119463,35,26,1.0,Levocetirizine (5mg) 
119467,84,48,1.0,Amoxycillin  (125mg) 
119483,23,26,2.0,Ketoconazole (2% w/w)
119486,70,48,1.0,Terbinafine (250mg)
119490,12,21,2.0,Diclofenac (50mg) 
119501,65,46,1.0,Escitalopram Oxalate (10mg)
119504,69,46,1.0,Ceftriaxone (1000mg) 
119518,57,47,1.0,Nimesulide (100mg) 
119539,83,59,1.0,Clobazam (10mg)
119558,28,28,2.0,Ambroxol (15mg/5ml) 
119570,17,20,2.0,Hydroxyprogesterone (500mg)
119575,23,31,2.0,Cefdinir (300mg)
119581,75,50,1.0,Paracetamol (125mg) 
119598,75,54,1.0,Mefenamic Acid (50mg) 
119604,39,24,1.0,Aceclofenac (100mg) 
119608,53,39,1.0,Beclometasone (0.025% w/w) 
119616,95,61,1.0,Pantoprazole (40mg)
119617,78,40,1.0,Diclofenac (50mg) 
119620,9,16,2.0,Ciprofloxacin (500mg) 
119624,88,63,1.0,Ondansetron (4mg)
119658,96,63,1.0,Cetirizine (2.5mg) 
119667,41,34,1.0,Ketoconazole (2% w/w)
119705,46,26,1.0,Cefpodoxime Proxetil (100mg)
